Date,AAPL,AXP,CAT,CSCO,CVX,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,VZ,WBA,WMT,XOM
1996-01-02,-0.0038759541492913163,-0.0030030468640369623,0.012765957446808418,0.025167747154079212,0.004750593824227822,-0.002631568961526276,-0.005471956224349928,0.02178649237472774,-0.014619883040935755,0.004273536877754669,0.010101010101010388,0.011111111111111516,0.02264150943396248,-0.007722007722007818,0.02133712660028464,0.03454545454545466,-0.004000030395506893,0.0121765601217656,0.0157303370786519,-0.005769230769230971,0.016885549170779557,0.008368200836819994,0.04494382022471943,0.004672897196261738
1996-01-03,0.0039062349242162675,0.0,0.016806722689076015,-0.029752066490892792,-0.007025761124121455,0.0,-0.01923076923076894,-0.01492537313432818,0.027859237536656645,0.004273536877754447,0.006655574043261447,-0.005464480874316724,-0.009157509157509014,-0.01361867704280173,-0.02524544179523136,-0.028169014084507005,-0.004016094897167033,0.026986506746626393,0.017777777777777892,0.0019305019305020377,0.02757358491036843,-0.008264462809917106,0.016216216216216273,0.0
1996-01-04,-0.0250964809108426,-0.017910475022749783,-0.008264462809917439,-0.03747867977368069,0.025882352941176467,-0.0026881618711457334,-0.02524544179523136,-0.02127659574468077,-0.008571428571428896,-0.04051169586219694,-0.008264462809917328,0.002739726027397582,-0.003696857670979714,0.007905138339920903,0.0014326647564468775,-0.012658227848101333,0.027944142233112146,0.03264094955489627,0.015317286652078543,0.007692307692307443,-0.010810808166821007,-0.008368200836819994,0.005291005291004902,0.0030816640986133237
1996-01-05,0.08300395382069126,-0.003039558128697939,0.016666666666666607,0.030630636872355677,0.018390804597701038,-0.00549448476495773,0.03052325581395343,0.006564551422319376,0.004341534008682979,-0.004444478352864545,-0.0050000000000001155,-0.010989010989011283,0.0,-0.007874015748031482,0.0014492753623187582,-0.016728624535315983,-0.003921598546645089,0.004310344827586299,0.004319654427645814,-0.036398467432950166,0.016483512385707444,0.04680851063829805,0.0,0.027734976887519247
1996-01-08,0.0036232714842341363,0.0,-0.004098360655737654,-0.011343850912846065,0.0022522522522521182,-0.011236008151793486,0.005641748942172065,-0.008602150537634357,0.011510791366906359,-0.004444478352864545,0.00670016750418756,0.005571030640668662,-0.009242144177448841,0.01388888888888884,-0.0028901734104047616,0.018939393939394034,0.01181102397681455,0.008620689655172376,0.0,-0.01988071570576533,0.0018181813694684301,-0.004081632653061162,0.0108108108108107,0.013513513513513598
1996-01-09,-0.054151704940312406,-0.02121211520914612,-0.026748971193415794,-0.07269506104053214,-0.002790178571428714,-0.008546975942758661,-0.026647966339411133,-0.04555314533622579,-0.005625879043600568,-0.03318583958766441,-0.01331114808652245,-0.01933701657458564,-0.014458955223880854,-0.005870841487279899,-0.06758720930232565,-0.025878003696857665,0.009633940768379423,0.0,-0.006437768240343145,-0.05679513184584151,-0.004746826607486154,-0.012244897959183598,-0.021276595744680882,-0.023598820058997272
1996-01-10,0.0538461546361797,-0.028037386984155588,-0.010570824524312572,0.0429687198775357,-0.031963470319634424,0.032258041781673796,0.00721500721500723,-0.0023041474654378336,-0.024251069900142697,0.0023147794935436394,-0.013536379018612599,-0.0028571428571427804,0.00963391136801528,-0.02777777777777779,0.02329192546583836,0.003824091778202643,-0.00982321239469297,-0.011428571428571455,-0.006507592190889255,0.002159827213822796,-0.00546447952326834,0.0,-0.01092896174863367,-0.021341463414634054
1996-01-11,0.07279696622525433,0.009584637578776922,0.01279317697228155,0.025408376502068286,-0.011627906976744429,-0.0028489919809194797,-0.0099290780141843,0.01903695408734607,-0.020467836257309857,-0.0068807341857605175,0.010291595197255532,0.0028409090909091717,-0.001897533206831059,0.0,0.03742514970059885,0.04015296367112797,-0.023715414304607663,-0.020143884892086406,-0.013071895424836666,-0.002145922746780937,0.007326005504758815,0.0,0.011049723756906049,0.0
1996-01-12,-0.025179855424075304,-0.01265824774996871,-0.01473684210526316,-0.013961611963210108,-0.014051522248243464,-0.005714263853734969,-0.01002865329512892,-0.0087527352297595,0.010309278350515427,0.020642202557282108,-0.011884550084889645,0.005649717514124353,-0.009523809523809712,0.006072874493927127,-0.008670520231213952,-0.0055248618784530246,-0.004048613759133901,-0.0029197080291971655,-0.017621145374449365,-0.023655913978494647,0.0,0.012396694214876103,-0.02732240437158462,-0.01697530864197494
1996-01-15,0.01111106825463759,-0.0095846375787767,-0.021505376344086113,-0.04946995759114836,0.0,0.0,-0.039017341040462394,-0.05739514348785879,0.010218978102189524,-0.00898873006374834,0.012027491408934665,-0.00563380281690129,-0.005736137667304075,0.02004008016032066,-0.03930131004366799,-0.018552875695732718,0.0020284595304866926,-0.001457725947521915,0.0,0.01969365426695835,0.009107465872113307,0.0,-0.005586592178770999,-0.009433962264151052
1996-01-16,0.005454573349126024,0.009554196883011068,-0.0241758241758242,0.005504566003514011,-0.004672897196261849,-0.0028408982844883024,0.034175334323922835,0.03480278422273764,0.0,0.04231622292988124,0.01697792869269943,0.005633802816901401,0.011278195488721554,0.0176817288801574,0.03288490284005974,0.007532956685499137,0.016096517579091474,0.030478955007257058,0.031319910514541194,0.006369426751592577,0.016187107440276183,-0.004065040650406582,0.0,0.007886435331230013
1996-01-17,-0.010909049596863785,0.028662424095150074,-0.022522522522522626,0.033333333333333215,0.0,-0.04871061158471279,0.010086455331412392,-0.018404907975460016,0.007204610951008883,0.008474641201040134,-0.023372287145242088,0.02203856749311295,0.007905138339921125,0.007692307692307665,0.001474926253687281,0.005586592178770777,4.440892098500626e-16,-0.019886363636363757,-0.010845986984815759,0.010593220338983356,-0.005319147335995145,0.024390243902439268,-0.0060975609756098725,0.0046948356807514635
1996-01-18,-0.028517152538930945,0.02140672122602938,0.055679287305122616,-0.0017605566760892088,-0.004662004662004726,0.01492541902286848,0.06944444444444464,0.004926108374384119,-0.005730659025787843,-0.020789989726488822,0.0034188034188036287,0.05333333333333323,-0.015717092337917293,-0.003816793893129944,0.02485380116959046,0.020408163265305923,0.005999999816894475,-0.0014492753623192023,0.015350877192982448,0.008316008316008316,0.0,0.011764705882353121,-0.05521472392638038,0.007776049766718307
1996-01-19,-0.03629029349159252,0.0362537532840248,-0.0042194092827007035,0.061296040424301035,0.009345794392523477,0.029325501681626953,0.0556274256144893,0.0,-0.0028860028860027143,0.01492543868938645,0.0,0.0,0.0,0.003831417624520883,0.018005540166205147,-0.012544802867383464,-0.011976047904191711,0.013119533527696792,0.0,-0.024742268041237025,-0.0018050537093674546,0.031007751937984107,0.032467532467532534,0.004643962848297045
1996-01-22,0.025210100061753282,0.002932594271215283,0.06355932203389858,0.0272276462053489,-0.009237875288683695,0.008546975942758328,0.007389162561576068,0.012165450121654597,0.0014430014430015792,0.0233051178271122,-0.008517887563884163,-0.012820512820512775,0.0059880239520955225,0.01532567049808442,0.004092769440654731,0.00910746812386165,-0.010141926241734822,-0.005755395683453179,-0.002178649237472685,-0.014861995753715718,-0.009107465872113751,0.00751879699248148,0.012345679012345734,-0.02150537634408589
1996-01-23,-0.06296301680827587,-0.014836780055901277,0.0,0.006462010810839747,-0.03271028037383206,0.030985992044195942,0.022332506203474045,0.008373205741627032,0.011527377521613813,0.012422360248447228,0.01030927835051565,0.013020833333333703,-0.0059642147117299205,0.005639097744360777,-0.020519835841313117,-2.220446049250313e-16,-0.002053356822469654,0.0,-0.0021834061135369565,-0.010729613733905241,-0.00736648066317569,-0.02255639097744333,0.0,-0.015772870662460692
1996-01-24,0.0038910356249670652,-0.020958077503479,-0.00800000000000023,0.03691816298627981,-0.004807692307692624,0.002732229929057084,0.037575757575757596,0.025761124121779888,0.04166666666666674,0.010183236918611227,0.016920473773265554,0.0,0.007968127490039612,0.009293680297397744,0.015299026425591222,0.0018115942028982257,0.04081635894203517,0.01729106628242083,0.010964912280701844,0.05206073752711471,0.01672862031473299,0.007633587786259444,-0.01840490797546024,-0.004792332268370503
1996-01-25,-0.047244020814791066,-0.006097490975419895,-0.02020202020202,-0.03206110327263634,0.012077294685990392,-0.005449570378824653,-0.03252032520325221,-0.015765765765765938,-0.002680965147453085,0.012024048463872727,-0.019966722129783676,0.010309278350515205,0.011928429423459175,-0.01109057301293892,-0.02188782489740071,-0.005405405405405461,-0.001945495663223329,-0.044568245125348294,0.002169197396963085,0.008264462809917328,-0.005514704506354384,-0.007575757575757569,0.0062893081761006275,0.009615384615384581
1996-01-26,0.008230421019803869,0.03293414415983764,0.026804123711340333,0.028526147590254958,0.0023866348448688957,0.00277776718139644,0.008423586040914532,0.016166281755196188,0.008108108108108025,0.012048192771084265,0.011884550084889645,0.028132992327365658,0.019531250000000222,0.020676691729323293,0.01542776998597506,0.001814882032667775,0.029296874126885086,0.016058394160584077,0.006493506493506551,0.016393442622950838,0.0018484283717226102,0.015151515151515138,0.0062893081761006275,0.01109350237717921
1996-01-29,0.0043103284557988175,-0.011363654091171682,0.024096385542168752,-0.003072184793070143,-0.0023696682464454666,-0.022222232818603693,0.016706443914080937,-0.019144144144144448,0.009370816599732379,0.04970175742111782,-0.003355704697986406,0.007500000000000284,-0.005725190839694472,-0.0018115942028985588,-0.004132231404958331,0.0018214936247722413,-0.009451738424657963,-0.020086083213773476,-0.021008403361344574,-0.002016129032258007,-0.007352939341805698,-0.011194029850746134,0.0,-0.006269592476488728
1996-01-30,0.011574029718080414,0.025714288702738397,0.009803921568627638,0.006116289825309762,-0.018957345971564066,0.008450769062343655,0.019953051643192277,-0.006880733944954143,0.027999999999999803,0.021032534569254357,0.010067114093959662,-0.007407407407407307,-0.013409961685823979,0.016304347826086918,-0.0006877579092160468,-0.00180831826401473,0.00936332445466137,-0.011644832605531397,-0.023706896551723977,-0.002016129032258007,0.001851851386365455,0.03007518796992481,0.006250000000000311,-0.009448818897637712
1996-01-31,-0.004504487437286486,0.025069640723500264,0.0,0.010622166480174888,0.0,0.025069637616621065,0.004629629629629317,0.01580459770114917,-0.0013003901170351995,0.013232572248565555,0.0016611295681063787,-0.002481389578163684,0.011764705882353121,0.003577817531305927,0.019283746556473913,0.009041591320072095,0.0166975876534603,-0.010309278350515427,0.004405286343612147,0.018255578093306246,0.014732961326351601,0.010869565217391353,0.012422360248447228,0.01582278481012689
1996-02-01,0.03181812085396074,-0.02459016686250992,-0.003883495145631022,0.03003001857448262,0.02409638554216853,0.0027173809101543878,0.0022988505747125743,0.022727272727272707,-0.019480519480519654,-0.007532927949549739,0.0016583747927032544,-0.0024937655860349794,0.011627906976744429,0.0053859964093359025,0.020325203252032464,0.013108614232210103,0.0018182373551309805,0.0014925373134331288,0.002192982456140191,-0.007858546168958425,0.007299268265013703,0.03584229390680993,0.07407407407407396,0.010903426791277315
1996-02-02,0.012986963445489996,-0.027173884466225262,-0.011695906432748537,-0.01601163319378207,-0.014018691588784993,-0.010869616934842563,0.005733944954128489,0.006651884700664912,0.015894039735099508,-0.0038168229018110678,-0.004966887417218402,-0.0024937655860349794,-0.00943396226415083,-0.0035906642728905647,-0.010638297872340274,0.007421150278293043,-0.009124115181689763,0.0015015015015014122,-0.006564551422319487,0.0,-0.014311326486161513,-0.010714285714285565,-0.01714285714285735,-0.007680491551459334
1996-02-05,-0.014736842815367579,0.016759729201973217,-0.009861932938855844,0.036927633546720795,-0.009478672985781977,0.016620530491673557,0.0262857142857138,0.024070021881837933,0.03026315789473677,0.001915679580863694,0.014975041597337757,0.015075376884422065,0.005660377358490454,0.009124087591240837,0.047169811320754595,0.0018518518518519933,0.026217257038930963,0.010558069381598756,0.0066079295154184425,-0.003968253968254065,0.007220276090097455,0.003597122302158029,0.03488372093023262,0.0031055900621115295
1996-02-06,0.012820578656021153,0.0,0.011952191235059972,0.017045487241804436,0.004819277108433884,-0.016348804684905516,0.01661129568106312,0.010615711252653925,-0.00766283524904221,0.015296396734595819,0.004918032786885407,0.014742014742014753,0.003759398496240518,-0.009191176470588425,0.0,0.0,-0.014545399462485453,-0.010463378176382987,0.015317286652078543,-0.003984063745020028,0.014362652716501056,0.0035460992907800915,0.0,0.007739938080495223
1996-02-07,-0.05042020012350634,0.008241807186193606,0.003929273084479545,-0.009078201441456879,-0.005083732057415968,-0.0027247851894122155,-0.012061403508771829,-0.014799154334038112,0.0025839793281654533,0.0056285176625057165,0.016286644951140072,0.019138755980861122,0.0018656716417908559,0.024118738404452778,0.00911458333333326,0.005535055350553542,0.009293708923047816,0.015151515151515138,-0.017241379310344862,-0.003976143141153132,0.022968190994683946,0.0,0.016853932584269815,0.0046224961479197635
