,Scenario,Period,BA,CAT,KO,DIS,JPM,MMM,MSFT,PFE,WMT,XOM,5Y,10Y,15Y,20Y,30Y,b1,b2,b3
47,1,47,388.34272616663907,173.52828628447477,65.10482522835163,171.67988092616184,162.83657180342985,205.3148514605163,187.64109591679428,45.244233083484794,142.4607444662526,79.29538949848343,112.27398306933995,112.27398306933995,112.27398306933995,112.27398306933995,112.27398306933995,0.02,0.0,0.0
48,1,48,389.92488250352136,174.23526200276206,65.37007034524471,172.379326012217,163.49998815346194,206.1513295799878,188.4055689684587,45.42856368956314,143.0411471735188,79.61844873077284,112.55088099999999,112.55088099999999,112.55088099999999,112.55088099999999,112.55088099999999,0.02,0.0,0.0
49,1,49,391.51348474116526,174.9451180276377,65.63639610357704,173.08162072413265,164.16610734382417,206.99121561486035,189.1731565779649,45.61364528134778,143.62391451325877,79.94282414636407,112.82846183565644,112.82846183565644,112.82846183565644,112.82846183565644,112.82846183565644,0.02,0.0,0.0
50,1,50,393.1085591409682,175.65786609382727,65.90380690601559,173.78677667163723,164.8349403862226,207.83452344940312,189.94387143440701,45.799480918447415,144.2090561192779,80.26852110755078,113.10672726053723,113.10672726053723,113.10672726053723,113.10672726053723,113.10672726053723,0.02,0.0,0.0
51,1,51,394.7101320713202,176.37351798386504,66.17230717316436,174.49480551175873,165.50649833722636,208.68126702445156,190.71772627857618,45.98607367293601,144.79658166463093,80.59554499847333,113.38567896302408,113.38567896302408,113.38567896302408,113.38567896302408,113.38567896302408,0.02,0.0,0.0
52,1,52,396.31823000803894,177.09208552828886,66.44190134363743,175.2057189490173,166.18079229845043,209.53146033763775,191.49473390317107,46.17342662940352,145.3865008617818,80.92390122520771,113.66531863566271,113.66531863566271,113.66531863566271,113.66531863566271,113.66531863566271,0.02,0.0,0.0
53,1,53,397.9328795348081,177.81358060583554,66.71259387413235,175.91952873561868,166.85783341673906,210.38511744362188,192.27490715300937,46.36154288500691,145.97882346276418,81.25359521585494,113.9456479751731,113.9456479751731,113.9456479751731,113.9456479751731,113.9456479751731,0.02,0.0,0.0
54,1,54,399.55410734361647,178.5380151436374,66.98438923950381,176.63624667164865,167.5376328843502,211.24225245432456,193.05825892524018,46.55042554952134,146.5735592593428,81.58463242063078,114.2266686824598,114.2266686824598,114.2266686824598,114.2266686824598,114.2266686824598,0.02,0.0,0.0
55,1,55,401.1819402351995,179.26540111741946,67.25729193283763,177.355884605268,168.22020193914048,212.10287953916017,193.84480216955725,46.7400777453916,147.17071808317527,81.91701831195587,114.5083824626223,114.5083824626223,114.5083824626223,114.5083824626223,114.5083824626223,0.02,0.0,0.0
56,1,56,402.81640511948183,179.99575055169717,67.53130646552498,178.07845443290827,168.90555186475083,212.96701292527092,194.63454988841283,46.930502607783666,147.77030980597453,82.25075838454616,114.79079102496526,114.79079102496526,114.79079102496526,114.79079102496526,114.79079102496526,0.02,0.0,0.0
57,1,57,404.4575290160229,180.7290755199755,67.80643736733703,178.80396809946873,169.59369399079327,213.83466689776233,195.42751513723292,47.12170328463662,148.37234433967214,82.58585815550376,115.07389608300893,115.07389608300893,115.07389608300893,115.07389608300893,115.07389608300893,0.02,0.0,0.0
58,1,58,406.10533905446266,181.4653881449482,68.08268918649975,179.53243759851347,170.28463969303792,214.705855799939,196.2237110246328,47.31368293671457,148.97683163658206,82.9223231644081,115.35769935449966,115.35769935449966,115.35769935449966,115.35769935449966,115.35769935449966,0.02,0.0,0.0
59,1,59,407.759862474971,182.2047005986985,68.36006648976921,180.26387497246992,170.97840039360133,215.58059403354213,197.023150712634,47.50644473765903,149.58378168956523,83.26015897340758,115.64220256142015,115.64220256142015,115.64220256142015,115.64220256142015,115.64220256142015,0.02,0.0,0.0
60,1,60,409.4211266286974,182.94702510290017,68.63857386250695,180.99829231282786,171.67498756113503,216.45889605898716,197.82584741688163,47.699991874041295,150.19320453219473,83.59937116731147,115.92740743,115.92740743,115.92740743,115.92740743,115.92740743,0.02,0.0,0.0
61,1,61,411.0891589782235,183.6923739290196,68.9182159087559,181.73570176033928,172.37441271101537,217.34077639560337,198.63181440686316,47.894327545415166,150.8051102389217,83.93996535368227,116.21331569072612,116.21331569072612,116.21331569072612,116.21331569072612,116.21331569072612,0.02,0.0,0.0
62,1,62,412.7639870980166,184.44075939851865,69.19899725131637,182.4761155052191,173.07668740553373,218.22624962187328,199.44106500612736,48.08945496436978,151.41950892524181,84.28194716292832,116.49992907835333,116.49992907835333,116.49992907835333,116.49992907835333,116.49992907835333,0.02,0.0,0.0
